,0,1,2
951,118@2239,"[[941, 1], [1714, 1], [186, 1]]",4.0
952,44@1941,"[[694, 1], [1059, 1], [460, 1], [698, 1], [388, 1], [498, 1], [1459, 1]]",4.0
953,72@3844,"[[207, 1], [694, 1], [2071, 1], [1104, 1]]",4.0
954,111@507,"[[1044, 1], [1368, 1], [88, 1]]",4.0
955,50@1489,"[[941, 1], [1692, 1], [294, 1], [1172, 1], [249, 1], [731, 1], [1869, 1]]",4.0
956,104@468,"[[2002, 1]]",4.0
957,56@4304,"[[142, 1], [792, 1], [142, 1], [675, 1], [761, 1]]",4.0
958,48@4900,"[[268, 1], [1155, 1], [501, 1], [1243, 1], [1556, 1]]",4.0
959,83@4157,"[[581, 1], [491, 1], [1155, 1], [845, 1], [261, 1], [246, 1], [445, 1], [1674, 1], [1873, 1], [1155, 1], [1059, 1], [186, 1], [1213, 1], [731, 1], [557, 1]]",4.0
960,118@2051,"[[705, 1]]",4.0
961,42@1106,"[[1479, 1], [941, 1], [1549, 1]]",4.0
962,10@3126,"[[777, 1]]",4.0
963,134@1013,"[[1928, 1], [1293, 1]]",3.0
964,50@560,"[[1272, 1], [268, 1], [1739, 1], [146, 1], [2071, 1], [596, 1], [821, 1], [731, 1], [1104, 1], [929, 1], [142, 1], [1324, 1], [655, 1]]",5.0
965,121@4159,"[[694, 1]]",5.0
966,3@2832,"[[1674, 1], [1155, 1], [596, 1]]",4.0
967,46@5117,"[[69, 1], [186, 1]]",5.0
968,105@1903,"[[1971, 1], [646, 1]]",4.0
969,92@5004,"[[77, 1], [496, 1]]",4.0
970,141@4588,"[[1278, 1], [1874, 1], [237, 1], [1368, 1]]",5.0
971,15@5022,"[[1869, 1], [1155, 1], [186, 1], [1213, 1], [476, 1], [565, 1]]",3.0
972,88@4361,"[[1734, 1], [1834, 1]]",5.0
973,39@4458,"[[941, 1]]",5.0
974,40@3766,"[[1599, 1], [581, 1], [1092, 1], [324, 1], [351, 1], [1515, 1]]",2.0
975,79@4377,"[[565, 1], [1423, 1]]",4.0
976,87@3895,"[[565, 1]]",5.0
977,135@1653,"[[186, 1], [186, 1], [1213, 1]]",4.0
978,93@101,"[[1458, 1], [1341, 1], [1213, 1], [385, 1], [731, 1], [385, 1]]",4.0
979,22@1170,"[[1372, 1], [565, 1], [1213, 1], [718, 1]]",4.0
980,89@3674,"[[941, 1], [1621, 1], [436, 1]]",5.0
981,86@2454,"[[1047, 1], [1874, 1]]",5.0
982,111@555,"[[795, 1], [1525, 1]]",5.0
983,96@4093,"[[186, 1], [643, 1], [1213, 1]]",4.0
984,92@2459,"[[1023, 1], [62, 1], [1986, 1]]",3.0
985,142@4918,"[[1023, 1]]",4.0
986,10@975,"[[1503, 1], [592, 1], [380, 1], [581, 1], [556, 1], [1210, 1], [246, 1], [941, 1], [509, 1], [1548, 1], [310, 1], [1423, 1], [1928, 1], [1941, 1], [2030, 1], [117, 1]]",4.5
987,136@3615,"[[62, 1], [1467, 1]]",4.0
988,99@3519,"[[1273, 1], [1423, 1]]",4.0
989,81@4614,"[[1874, 1]]",5.0
990,84@491,"[[1697, 1], [1873, 1], [1567, 1], [1172, 1], [476, 1]]",3.0
991,29@2350,"[[581, 1], [77, 1], [1155, 1], [604, 1], [896, 1], [1928, 1], [1782, 1]]",3.0
992,91@4048,"[[1714, 1], [736, 1], [1096, 1], [191, 1], [1567, 1], [2036, 1], [246, 1], [2002, 1], [1567, 1], [385, 1]]",3.0
993,147@3773,"[[1213, 1]]",4.0
994,103@2813,"[[1692, 1], [476, 1], [1813, 1], [186, 1]]",3.0
995,35@605,"[[1479, 1], [476, 1]]",4.0
996,114@4212,"[[1210, 1], [1104, 1], [1977, 1], [1104, 1]]",3.0
997,22@4711,"[[1870, 1]]",3.0
998,108@2505,"[[146, 1], [736, 1], [1536, 1], [1009, 1], [1423, 1]]",4.0
999,37@508,"[[1874, 1]]",5.0
1000,13@4805,"[[1423, 1]]",5.0
1001,2@4148,"[[690, 1]]",3.0
1002,56@876,"[[432, 1], [186, 1], [1874, 1]]",4.0
1003,49@3038,"[[941, 1], [186, 1], [1172, 1], [1315, 1]]",5.0
1004,112@4625,"[[1093, 1], [286, 1]]",4.0
1005,67@1618,"[[503, 1], [1503, 1], [2065, 1], [268, 1], [581, 1], [597, 1], [1155, 1], [914, 1], [596, 1], [1399, 1], [1648, 1], [777, 1], [1319, 1]]",3.0
1006,103@1131,"[[839, 1]]",4.0
1007,99@795,"[[1584, 1], [246, 1], [731, 1]]",5.0
1008,131@2234,"[[249, 1]]",5.0
1009,86@547,"[[255, 1]]",3.0
1010,83@2367,"[[1996, 1]]",3.0
1011,31@1893,"[[1931, 1]]",4.0
1012,121@3023,"[[629, 1], [1958, 1], [88, 1], [1203, 1]]",4.0
1013,101@305,"[[993, 1]]",4.0
1014,80@1457,"[[643, 1], [88, 1]]",4.0
1015,31@3930,"[[1931, 1], [1546, 1]]",4.0
1016,56@4963,"[[1023, 1], [605, 1], [1529, 1]]",5.0
1017,22@109,"[[941, 1], [1946, 1]]",4.0
1018,147@3809,"[[1889, 1], [1450, 1], [449, 1], [1397, 1], [646, 1]]",5.0
1019,32@4635,"[[299, 1]]",4.0
1020,42@442,"[[689, 1], [581, 1], [1155, 1], [186, 1], [768, 1], [643, 1], [1679, 1], [1479, 1], [1683, 1]]",3.0
1021,140@1798,"[[1716, 1], [941, 1], [1016, 1], [1479, 1], [1574, 1], [1656, 1], [1078, 1], [1016, 1], [706, 1], [1946, 1]]",5.0
1022,35@4385,"[[777, 1]]",3.0
1023,31@2182,"[[491, 1], [1096, 1], [1023, 1], [1797, 1], [731, 1]]",3.0
1024,126@185,"[[1479, 1]]",4.0
1025,91@3032,"[[1315, 1]]",3.0
1026,22@4014,"[[2073, 1], [1104, 1]]",5.0
1027,32@579,"[[689, 1], [186, 1], [1567, 1], [1479, 1]]",4.0
1028,151@122,"[[1978, 1], [268, 1], [736, 1], [2087, 1]]",4.0
1029,113@837,"[[1441, 1], [761, 1]]",3.0
1030,39@2446,"[[835, 1], [1155, 1], [976, 1], [1780, 1], [1213, 1]]",3.0
1031,92@5132,"[[2052, 1], [1044, 1], [596, 1], [992, 1], [1928, 1], [1648, 1], [361, 1]]",5.0
1032,99@662,"[[1163, 1], [1889, 1], [186, 1], [1874, 1], [1172, 1]]",4.0
1033,148@1335,"[[1423, 1], [125, 1]]",4.0
1034,26@4900,"[[920, 1], [268, 1], [1155, 1], [545, 1], [1612, 1], [556, 1], [246, 1], [1850, 1]]",4.0
1035,16@446,"[[1479, 1], [1423, 1]]",2.0
1036,99@228,"[[1248, 1], [736, 1], [437, 1], [1091, 1]]",4.0
1037,78@2645,"[[941, 1], [736, 1], [428, 1]]",4.0
1038,57@1609,"[[15, 1], [289, 1], [70, 1], [246, 1], [1979, 1]]",4.0
1039,63@264,"[[246, 1]]",3.0
1040,35@3176,"[[268, 1], [46, 1]]",5.0
1041,8@1502,"[[1219, 1], [59, 1], [1104, 1]]",4.0
1042,76@4021,"[[628, 1], [1874, 1], [1213, 1]]",5.0
1043,42@1772,"[[1869, 1], [1674, 1], [268, 1], [1155, 1], [640, 1], [1874, 1]]",5.0
1044,82@2308,"[[230, 1]]",1.0
1045,38@3020,"[[896, 1]]",4.0
1046,92@4105,"[[205, 1]]",4.0
1047,42@2838,"[[137, 1], [1662, 1], [1874, 1], [987, 1], [596, 1], [761, 1], [1731, 1], [830, 1]]",3.5
1048,101@3028,"[[1779, 1]]",3.0
1049,145@1053,"[[1674, 1], [1044, 1]]",1.0
1050,42@1677,"[[1085, 1], [1874, 1], [896, 1], [1979, 1], [1925, 1]]",3.0
1051,11@444,"[[186, 1]]",3.0
1052,144@783,"[[313, 1], [694, 1]]",4.0
1053,59@659,"[[268, 1], [835, 1]]",5.0
1054,149@2345,"[[1273, 1]]",4.0
1055,88@1091,"[[726, 1], [1579, 1], [186, 1], [526, 1], [690, 1], [249, 1]]",3.0
1056,8@1087,"[[937, 1], [2071, 1]]",2.0
1057,113@3002,"[[246, 1], [592, 1]]",3.0
1058,139@4439,"[[1700, 1], [1674, 1], [274, 1], [186, 1]]",2.0
1059,85@2239,"[[1093, 1], [186, 1], [1567, 1], [87, 1]]",5.0
1060,39@4673,"[[428, 1]]",5.0
1061,35@2196,"[[1479, 1]]",3.0
1062,16@808,"[[2024, 1], [914, 1], [2001, 1], [1172, 1], [1213, 1]]",3.0
1063,10@2989,"[[2036, 1], [1874, 1], [592, 1], [289, 1], [268, 1], [871, 1], [230, 1]]",4.0
1064,10@2705,"[[736, 1], [1402, 1], [179, 1], [2024, 1], [346, 1], [1714, 1], [891, 1], [509, 1], [1567, 1], [1210, 1], [360, 1], [331, 1], [1096, 1], [1993, 1]]",4.0
1065,96@3932,"[[1323, 1], [675, 1], [731, 1]]",3.0
1066,87@855,"[[1870, 1]]",2.0
1067,98@2651,"[[1925, 1]]",3.0
1068,19@4441,"[[795, 1]]",4.0
1069,127@4224,"[[1548, 1], [479, 1], [941, 1]]",5.0
1070,44@688,"[[1874, 1], [428, 1], [1928, 1]]",4.0
1071,2@3527,"[[738, 1]]",2.0
1072,48@5247,"[[268, 1], [1465, 1], [1155, 1], [643, 1], [545, 1], [268, 1]]",4.0
1073,129@2578,"[[137, 1], [1874, 1]]",4.0
1074,116@5225,"[[941, 1], [1093, 1], [293, 1], [142, 1], [1096, 1], [551, 1], [256, 1], [385, 1], [486, 1], [1210, 1]]",5.0
1075,58@3040,"[[1078, 1], [268, 1], [1866, 1], [905, 1], [1168, 1], [230, 1], [324, 1]]",5.0
1076,56@1213,"[[1163, 1], [1189, 1], [656, 1], [1093, 1], [703, 1], [8, 1], [1315, 1], [61, 1], [15, 1], [1692, 1]]",5.0
1077,26@1028,"[[1273, 1], [230, 1]]",3.0
1078,104@4759,"[[761, 1]]",2.0
1079,128@561,"[[186, 1], [1979, 1]]",3.0
1080,86@3391,"[[268, 1]]",2.0
1081,84@741,"[[694, 1], [761, 1], [1213, 1], [694, 1]]",3.0
1082,10@2649,"[[47, 1], [1224, 1], [230, 1], [941, 1], [1093, 1], [1599, 1], [1567, 1], [1651, 1], [1213, 1]]",4.5
1083,81@4623,"[[1719, 1], [835, 1]]",4.0
1084,149@3844,"[[2079, 1], [1928, 1]]",5.0
1085,102@2828,"[[694, 1], [1355, 1], [1023, 1], [596, 1], [246, 1], [61, 1]]",4.0
1086,146@3924,"[[1978, 1], [1278, 1], [1874, 1]]",4.0
1087,134@1517,"[[1873, 1], [509, 1]]",5.0
1088,120@4293,"[[1189, 1], [1543, 1], [835, 1], [1850, 1], [1953, 1]]",5.0
1089,86@3245,"[[689, 1], [736, 1], [1441, 1], [1215, 1], [1680, 1]]",3.5
1090,66@34,"[[77, 1], [606, 1], [1243, 1]]",4.0
1091,142@498,"[[906, 1]]",4.0
1092,28@2282,"[[1925, 1]]",4.0
1093,74@1982,"[[1632, 1], [1979, 1], [1529, 1]]",5.0
1094,94@3421,"[[1189, 1], [186, 1], [1023, 1], [1213, 1], [186, 1]]",3.0
1095,104@1043,"[[1979, 1]]",4.0
1096,61@4620,"[[143, 1]]",3.0
1097,31@3019,"[[592, 1]]",4.0
1098,144@5185,"[[941, 1], [146, 1], [993, 1], [186, 1], [1612, 1], [249, 1]]",4.0
1099,101@1560,"[[268, 1]]",5.0
1100,86@2791,"[[1592, 1]]",3.0
1101,83@1943,"[[186, 1], [1023, 1], [2030, 1], [1210, 1], [731, 1], [2073, 1]]",4.0
1102,59@4878,"[[1873, 1], [142, 1], [1873, 1]]",4.0
1103,59@4668,"[[1096, 1], [835, 1], [1536, 1]]",4.0
1104,91@235,"[[941, 1], [2024, 1], [689, 1], [980, 1], [2001, 1], [1264, 1], [1315, 1], [1213, 1], [100, 1]]",4.0
1105,129@3005,"[[905, 1], [1213, 1]]",5.0
1106,150@4931,"[[138, 1], [1978, 1]]",4.0
1107,58@1170,"[[268, 1], [755, 1], [565, 1], [324, 1]]",4.0
1108,102@3244,"[[1978, 1]]",3.0
1109,98@1390,"[[1958, 1]]",4.0
1110,92@1655,"[[62, 1]]",4.0
1111,42@813,"[[89, 1], [1731, 1]]",5.0
1112,56@1174,"[[1869, 1], [83, 1], [1155, 1], [565, 1], [1397, 1], [643, 1], [761, 1], [1308, 1]]",3.0
1113,16@2076,"[[516, 1], [845, 1]]",5.0
1114,138@4009,"[[691, 1], [1213, 1], [324, 1]]",3.0
1115,59@2234,"[[1674, 1], [1372, 1], [1200, 1], [1692, 1], [1213, 1], [1677, 1]]",3.0
1116,15@1688,"[[1479, 1]]",4.0
1117,79@2041,"[[731, 1]]",4.0
1118,58@4662,"[[1189, 1], [268, 1], [1213, 1]]",4.0
1119,122@1749,"[[1674, 1]]",5.0
1120,45@816,"[[152, 1], [268, 1]]",5.0
1121,88@4716,"[[1078, 1], [186, 1], [1023, 1]]",4.0
1122,31@4049,"[[1096, 1], [180, 1]]",5.0
1123,148@5192,"[[1009, 1], [1213, 1], [1078, 1]]",3.0
1124,149@1926,"[[941, 1], [1126, 1], [1213, 1]]",4.0
1125,77@102,"[[1874, 1]]",4.0
1126,125@3666,"[[1372, 1], [196, 1], [1719, 1]]",4.0
1127,122@2568,"[[243, 1], [581, 1], [268, 1], [77, 1], [1155, 1], [1780, 1], [1928, 1], [1867, 1], [1243, 1], [589, 1], [77, 1], [565, 1], [1948, 1], [496, 1]]",4.0
1128,31@2274,"[[594, 1], [1273, 1]]",5.0
1129,22@4290,"[[1632, 1]]",4.0
1130,58@1187,"[[2016, 1]]",3.0
1131,128@568,"[[293, 1], [77, 1], [588, 1], [1155, 1], [1441, 1], [1780, 1]]",5.0
1132,50@616,"[[1854, 1], [581, 1], [268, 1], [293, 1], [1543, 1], [33, 1], [1963, 1], [556, 1], [1850, 1], [884, 1], [1717, 1]]",3.0
1133,42@1696,"[[920, 1], [689, 1], [1418, 1], [1874, 1], [1479, 1], [246, 1]]",4.0
1134,7@2351,"[[1273, 1]]",3.0
1135,66@3632,"[[1874, 1]]",4.0
1136,39@2215,"[[980, 1], [186, 1]]",3.5
1137,136@392,"[[1507, 1]]",3.0
1138,42@783,"[[2093, 1], [1732, 1], [1213, 1], [694, 1]]",4.0
1139,22@1745,"[[2036, 1]]",3.0
1140,34@3537,"[[34, 1], [1479, 1]]",3.0
1141,74@1905,"[[1503, 1], [1889, 1], [1315, 1], [1172, 1], [1731, 1], [1956, 1]]",4.0
1142,139@4246,"[[646, 1]]",3.0
1143,75@4192,"[[1874, 1]]",3.0
1144,98@1154,"[[1874, 1]]",2.0
1145,131@3244,"[[565, 1]]",4.0
1146,69@3129,"[[1189, 1], [545, 1]]",5.0
1147,71@3776,"[[1213, 1]]",2.0
1148,90@2754,"[[793, 1], [1273, 1]]",3.0
1149,118@1337,"[[376, 1], [1791, 1], [1418, 1], [1397, 1]]",5.0
1150,112@3029,"[[602, 1]]",4.0
1151,50@620,"[[1479, 1], [32, 1]]",3.0
1152,63@2021,"[[1027, 1], [992, 1]]",5.0
1153,111@3114,"[[795, 1]]",5.0
1154,116@199,"[[581, 1], [1155, 1], [565, 1], [1639, 1]]",4.0
1155,3@4512,"[[385, 1], [689, 1]]",4.0
1156,121@3488,"[[941, 1]]",3.0
1157,3@381,"[[689, 1], [1423, 1], [249, 1], [1213, 1]]",4.0
1158,56@355,"[[1738, 1], [1135, 1]]",5.0
1159,16@3785,"[[757, 1]]",2.0
1160,119@1444,"[[871, 1], [2016, 1]]",4.0
1161,126@3532,"[[1632, 1]]",5.0
1162,102@1727,"[[255, 1]]",4.0
1163,103@5150,"[[88, 1]]",3.0
1164,39@1943,"[[941, 1], [1873, 1], [1783, 1], [186, 1], [1548, 1], [1746, 1], [246, 1], [1213, 1]]",3.0
1165,50@4733,"[[2037, 1], [131, 1], [1738, 1], [1639, 1], [2094, 1], [1423, 1]]",3.0
1166,3@1270,"[[1475, 1], [596, 1]]",4.0
1167,88@2545,"[[1714, 1], [1096, 1], [736, 1], [2001, 1], [1023, 1], [191, 1], [1963, 1], [1567, 1], [102, 1], [336, 1], [1956, 1], [980, 1]]",4.0
1168,42@820,"[[736, 1]]",5.0
1169,142@823,"[[581, 1], [845, 1], [152, 1]]",4.0
1170,39@4886,"[[1870, 1]]",4.0
1171,92@5199,"[[1023, 1], [1979, 1], [1928, 1], [1172, 1]]",2.0
1172,10@3114,"[[1499, 1], [795, 1]]",5.0
1173,147@572,"[[1931, 1], [1658, 1], [289, 1], [1213, 1]]",5.0
1174,140@3377,"[[1536, 1], [1023, 1], [62, 1]]",2.0
1175,118@678,"[[941, 1], [186, 1], [1567, 1], [1213, 1]]",5.0
1176,31@187,"[[620, 1]]",5.0
1177,144@409,"[[826, 1], [186, 1]]",5.0
1178,22@1430,"[[1213, 1]]",4.0
1179,144@2727,"[[565, 1]]",5.0
1180,15@3392,"[[596, 1]]",3.0
1181,148@4713,"[[596, 1]]",4.0
1182,93@611,"[[1479, 1], [245, 1], [268, 1]]",5.0
1183,38@4514,"[[646, 1]]",5.0
1184,114@5243,"[[607, 1], [1394, 1], [351, 1]]",2.0
1185,100@5158,"[[596, 1]]",5.0
1186,16@3810,"[[2024, 1], [581, 1], [1155, 1], [274, 1], [186, 1], [509, 1], [1928, 1], [1213, 1], [1321, 1]]",5.0
1187,93@5151,"[[1078, 1], [268, 1], [1126, 1], [1746, 1], [61, 1]]",4.0
1188,1@3834,"[[1979, 1]]",5.0
1189,37@1669,"[[1078, 1], [792, 1], [137, 1], [1350, 1], [969, 1]]",4.0
1190,16@4943,"[[15, 1], [1273, 1]]",5.0
1191,18@2799,"[[1123, 1], [1273, 1]]",3.0
1192,4@953,"[[47, 1], [1092, 1], [62, 1], [1500, 1], [1433, 1]]",4.0
1193,43@3609,"[[1674, 1], [152, 1], [1046, 1], [1155, 1], [1441, 1], [799, 1]]",3.0
1194,114@4323,"[[268, 1], [835, 1], [186, 1], [1928, 1], [1873, 1], [1084, 1]]",4.0
1195,103@2304,"[[142, 1]]",5.0
1196,45@4960,"[[597, 1], [635, 1], [1744, 1]]",5.0
1197,79@1923,"[[1189, 1], [965, 1], [589, 1], [1110, 1]]",5.0
1198,4@655,"[[137, 1]]",4.0
1199,26@2360,"[[1363, 1], [186, 1], [2089, 1], [596, 1], [1986, 1], [1963, 1]]",4.0
1200,115@4114,"[[694, 1]]",4.0
1201,140@1520,"[[40, 1], [1979, 1]]",5.0
1202,87@59,"[[1023, 1]]",3.0
1203,34@3800,"[[941, 1], [1023, 1]]",5.0
1204,83@1523,"[[268, 1], [1479, 1], [255, 1]]",5.0
1205,81@940,"[[249, 1]]",4.0
1206,141@5195,"[[596, 1]]",4.0
1207,59@2507,"[[293, 1], [565, 1], [1928, 1]]",5.0
1208,147@4153,"[[1273, 1]]",4.0
1209,105@4122,"[[1670, 1]]",5.0
1210,88@3658,"[[2036, 1], [1485, 1], [336, 1], [2036, 1]]",3.0
1211,88@2189,"[[1639, 1]]",5.0
1212,149@4824,"[[246, 1]]",4.0
1213,100@2015,"[[69, 1], [508, 1], [1916, 1]]",3.0
1214,88@3038,"[[1873, 1], [891, 1], [1418, 1], [1397, 1], [1023, 1], [1963, 1]]",4.0
1215,19@2095,"[[689, 1], [146, 1], [1078, 1], [736, 1]]",5.0
1216,78@2576,"[[835, 1], [496, 1], [351, 1]]",1.0
1217,147@4036,"[[268, 1], [1873, 1], [1692, 1], [268, 1], [146, 1], [790, 1]]",4.0
1218,101@3704,"[[592, 1], [941, 1], [1909, 1], [1014, 1], [262, 1], [343, 1], [1423, 1], [2073, 1], [289, 1], [596, 1]]",5.0
1219,102@1066,"[[152, 1], [1142, 1], [186, 1], [1397, 1], [1514, 1], [1213, 1], [1355, 1]]",3.0
1220,3@3087,"[[806, 1], [62, 1], [1213, 1]]",4.0
1221,10@4329,"[[635, 1]]",5.0
1222,24@2463,"[[1235, 1], [1172, 1], [1078, 1]]",4.0
1223,37@1184,"[[526, 1], [1461, 1]]",5.0
1224,125@5114,"[[1189, 1]]",4.0
1225,141@340,"[[491, 1], [1030, 1], [88, 1], [1278, 1], [1368, 1], [381, 1]]",2.0
1226,43@4784,"[[1674, 1], [1155, 1], [1867, 1], [969, 1]]",4.0
1227,56@4998,"[[2005, 1], [1423, 1]]",5.0
1228,147@1942,"[[1440, 1], [770, 1], [845, 1]]",4.0
1229,104@1884,"[[1283, 1], [999, 1], [1227, 1], [246, 1], [19, 1], [1213, 1]]",4.0
1230,3@3218,"[[596, 1], [777, 1], [1315, 1], [569, 1], [62, 1], [1514, 1], [980, 1]]",4.0
1231,52@2215,"[[980, 1]]",5.0
1232,38@1362,"[[1567, 1], [2073, 1], [1213, 1], [1172, 1]]",2.0
1233,92@3720,"[[1639, 1], [596, 1]]",5.0
1234,84@3134,"[[1423, 1], [662, 1]]",3.0
1235,92@2215,"[[1417, 1], [428, 1]]",4.0
1236,96@611,"[[2007, 1], [101, 1]]",5.0
1237,39@3834,"[[268, 1], [795, 1]]",4.0
1238,118@2023,"[[1423, 1]]",3.0
1239,92@4732,"[[941, 1], [581, 1], [1023, 1]]",4.0
1240,83@703,"[[891, 1], [1567, 1], [709, 1]]",5.0
1241,100@3479,"[[187, 1], [1301, 1], [1582, 1], [1479, 1], [1838, 1], [1210, 1], [702, 1], [830, 1], [1671, 1], [1213, 1], [731, 1], [876, 1], [580, 1]]",4.0
1242,87@3435,"[[1928, 1]]",4.0
1243,60@4263,"[[738, 1], [342, 1], [1075, 1]]",4.0
1244,56@4802,"[[1674, 1], [1879, 1], [1044, 1], [1956, 1], [1990, 1]]",4.0
1245,15@3708,"[[1986, 1]]",4.0
1246,49@1285,"[[581, 1], [293, 1], [1543, 1], [1213, 1], [1243, 1], [581, 1], [565, 1], [1213, 1]]",1.0
1247,90@1330,"[[2016, 1], [596, 1], [951, 1], [2016, 1]]",1.0
1248,52@997,"[[1224, 1], [694, 1], [186, 1], [1397, 1], [1213, 1], [694, 1]]",5.0
1249,127@77,"[[592, 1]]",4.0
1250,83@3757,"[[565, 1]]",3.0
1251,147@3247,"[[1093, 1], [142, 1], [485, 1], [509, 1], [2033, 1]]",5.0
1252,100@2776,"[[142, 1], [581, 1], [18, 1], [1714, 1], [131, 1], [329, 1], [1731, 1], [1213, 1], [731, 1], [491, 1], [703, 1], [777, 1], [1559, 1], [1423, 1], [1189, 1], [294, 1], [889, 1]]",4.0
1253,88@3921,"[[1963, 1]]",3.0
1254,56@2493,"[[1023, 1], [1530, 1], [310, 1]]",5.0
1255,75@370,"[[586, 1]]",5.0
1256,35@1314,"[[757, 1], [9, 1], [1543, 1], [718, 1]]",4.0
1257,118@418,"[[2043, 1], [757, 1], [1172, 1]]",4.0
1258,31@2239,"[[976, 1], [980, 1], [1874, 1]]",5.0
1259,145@949,"[[1806, 1]]",3.0
1260,48@5010,"[[1310, 1], [1780, 1]]",3.0
1261,15@1734,"[[1763, 1], [1671, 1]]",5.0
1262,92@5221,"[[941, 1], [1126, 1], [62, 1], [969, 1], [246, 1]]",4.0
1263,83@122,"[[860, 1], [1574, 1]]",5.0
1264,146@602,"[[152, 1], [1953, 1], [1621, 1], [581, 1], [1743, 1], [1952, 1], [246, 1], [1850, 1], [1213, 1], [1104, 1], [1953, 1], [1536, 1], [8, 1]]",4.0
1265,135@3230,"[[1900, 1]]",2.0
1266,120@2804,"[[1748, 1], [596, 1], [1817, 1]]",4.0
1267,114@4341,"[[246, 1]]",3.0
1268,96@2508,"[[1870, 1], [1479, 1], [1273, 1]]",4.0
1269,96@4935,"[[1155, 1], [186, 1], [1479, 1], [61, 1]]",5.0
1270,121@3423,"[[402, 1]]",4.0
1271,146@4764,"[[1530, 1]]",5.0
1272,77@3313,"[[1273, 1]]",5.0
1273,68@1662,"[[1479, 1], [1946, 1]]",1.0
1274,86@4682,"[[1189, 1], [268, 1]]",2.0
1275,140@4933,"[[1093, 1], [549, 1], [1548, 1], [333, 1], [1866, 1]]",4.0
1276,48@2814,"[[1014, 1], [428, 1]]",5.0
1277,31@5007,"[[1273, 1], [708, 1], [1092, 1]]",4.0
1278,114@2974,"[[694, 1], [777, 1], [1213, 1]]",4.0
1279,151@5134,"[[1956, 1]]",3.0
1280,39@2845,"[[1567, 1], [62, 1]]",3.0
1281,6@2278,"[[2079, 1], [1126, 1], [969, 1], [2079, 1]]",5.0
1282,27@330,"[[757, 1]]",4.0
1283,119@4057,"[[646, 1]]",4.0
1284,152@3836,"[[241, 1], [77, 1], [163, 1], [1213, 1]]",5.0
1285,130@3711,"[[1479, 1], [1213, 1]]",4.0
1286,62@1135,"[[630, 1], [1423, 1], [1818, 1]]",4.0
1287,41@720,"[[941, 1], [1155, 1], [71, 1], [1213, 1]]",4.0
1288,29@3920,"[[1096, 1], [1126, 1]]",4.0
1289,151@5214,"[[1873, 1], [1155, 1], [556, 1], [1075, 1], [385, 1]]",4.0
1290,50@2398,"[[610, 1], [1372, 1], [268, 1], [124, 1], [351, 1]]",3.0
1291,11@1102,"[[247, 1], [777, 1]]",5.0
1292,91@4307,"[[1963, 1]]",5.0
1293,145@4472,"[[1894, 1], [24, 1]]",5.0
1294,50@611,"[[376, 1], [777, 1], [710, 1], [1065, 1], [1172, 1], [1023, 1], [1479, 1], [61, 1], [1671, 1], [346, 1], [1093, 1], [810, 1], [479, 1], [1104, 1], [551, 1]]",5.0
1295,151@994,"[[1503, 1], [1487, 1], [556, 1], [1210, 1], [246, 1], [1423, 1]]",4.0
1296,128@4824,"[[1897, 1], [1874, 1], [428, 1]]",3.0
1297,105@4332,"[[77, 1], [460, 1], [273, 1]]",4.0
1298,40@4499,"[[1548, 1], [1423, 1], [1213, 1], [731, 1], [1873, 1]]",4.0
1299,103@2188,"[[643, 1], [324, 1]]",4.0
1300,147@3635,"[[357, 1]]",4.0
1301,42@5233,"[[268, 1]]",4.0
1302,119@3519,"[[1273, 1]]",4.0
1303,36@3664,"[[1978, 1], [1044, 1]]",4.0
1304,41@3833,"[[1048, 1], [1530, 1], [2073, 1], [545, 1], [1484, 1]]",5.0
1305,150@2602,"[[15, 1], [293, 1], [565, 1], [969, 1]]",5.0
1306,28@4021,"[[1674, 1], [1938, 1], [777, 1], [1210, 1]]",5.0
1307,151@2133,"[[1368, 1]]",2.0
1308,43@1933,"[[941, 1]]",3.0
1309,149@1875,"[[24, 1]]",4.0
1310,10@496,"[[1372, 1], [268, 1], [1155, 1], [1210, 1], [1942, 1], [1369, 1], [2089, 1]]",3.0
1311,69@4249,"[[565, 1]]",3.0
1312,118@4734,"[[186, 1], [1273, 1]]",4.0
1313,17@4263,"[[565, 1], [1213, 1]]",4.0
1314,114@4731,"[[1243, 1], [835, 1], [1677, 1]]",3.0
1315,114@599,"[[612, 1], [1742, 1]]",4.0
1316,22@4186,"[[1963, 1], [1210, 1]]",3.0
1317,31@2368,"[[941, 1], [592, 1], [186, 1], [246, 1], [1213, 1], [2030, 1]]",5.0
1318,87@2720,"[[61, 1]]",4.0
1319,122@1241,"[[77, 1], [1155, 1], [484, 1], [1928, 1]]",4.0
1320,129@401,"[[1104, 1]]",5.0
1321,10@3702,"[[15, 1], [1099, 1], [101, 1], [1213, 1]]",4.0
1322,56@5221,"[[1873, 1], [1418, 1], [1172, 1]]",4.0
1323,61@1081,"[[1874, 1], [1273, 1]]",2.5
1324,87@1344,"[[1511, 1], [730, 1], [694, 1]]",4.0
1325,52@2341,"[[1738, 1], [186, 1], [1023, 1], [731, 1]]",4.0
1326,45@2674,"[[825, 1]]",5.0
1327,112@4711,"[[1273, 1], [1818, 1]]",3.0
1328,83@1413,"[[1423, 1], [1213, 1], [184, 1], [1493, 1], [1213, 1]]",3.0
1329,42@2183,"[[1874, 1]]",3.0
1330,92@3216,"[[307, 1]]",4.0
1331,41@3370,"[[1946, 1]]",5.0
